Name,Team,Position,Price,2020_Average,model_proj_score,manual_weight,Proj_Score,proj_salary,value,2020_Games,talent,opportunity,durability,form,consistency,weighted_talent,weighted_opportunity,weighted_durability,weighted_form,weighted_consistency,2021 Notes
Jacob Townsend,GCS,FWD,238200,44.3,44,0,44,239059,859,12,43.33,2.07,70.59,36,0,6.25,2.81,5.65,2.28,0.01,
Kaiden Brand,SYD,DEF,245000,57,43,0,43,234700,-10300,2,56,3.07,11.76,57,0,8.07,4.16,0.95,3.5,0.01,
Ned McHenry,ADE,FWD,212900,39.6,42,0,42,228794,15894,8,38.62,3.27,47.06,39.6,0,5.57,4.43,3.77,2.49,0.01,
Aiden Bonar,NME,DEF,245400,45.7,41,0,41,226403,-18997,6,44.67,2.94,35.29,45.7,0,6.44,3.98,2.83,2.84,0.01,
Keidean Coleman,BRI,FWD,299800,62,41,0,41,223169,-76631,4,52,3.01,23.53,38,0,7.5,4.07,1.89,2.4,0.01,
Will Hamill,ADE,DEF,210900,39.2,41,0,41,222747,11847,8,38.25,3.01,47.06,39.2,0,5.52,4.07,3.77,2.47,0.01,
Will Hayes,WBD,MID,249300,47.5,40,0,40,221903,-27397,2,52,3.23,11.76,47.5,0,7.5,4.37,0.95,2.95,0.01,
Boyd Woodcock,POR,FWD,261100,54,40,0,40,218950,-42150,5,53,3.37,29.41,14,0,7.64,4.56,2.36,1,0.01,
Matt Taberner,FRE,FWD,403000,75,40,0,40,217544,-185456,16,75,0,0.941176471,75,0,10.81,0.01,0.09,4.55,0.01,
Jack Petruccelle,WCE,FWD,217100,40.4,39,0,39,212622,-4478,5,47.95,2.44,29.41,40.4,0,6.91,3.3,2.36,2.54,0.01,
Connor Idun,GWS,DEF,214900,50,38,0,38,210513,-4387,2,49,2.85,11.76,50,0,7.06,3.86,0.95,3.09,0.01,
Irving Mosquito,ESS,FWD,264700,54.8,38,0,38,208403,-56297,4,53.75,2.65,23.53,24,0,7.75,3.59,1.89,1.58,0.01,
Joel Smith,MEL,DEF,211100,39.3,38,0,38,207841,-3259,7,50.12,1.83,41.18,27,0,7.23,2.48,3.3,1.76,0.01,
Jack Silvagni,CAR,FWD,257400,35.3,36,0,36,198560,-58840,3,54.63,1.9,17.65,35.3,0,7.87,2.58,1.42,2.24,0.01,
Tom J. Lynch,RIC,FWD,366700,68.3,36,0,36,198419,-168281,16,68.3,0,0.941176471,68.3,0,9.84,0.01,0.09,4.16,0.01,
Tristan Xerri,NME,FWD,265900,49.5,36,0,36,198138,-67762,4,48.5,1.58,23.53,49.5,0,6.99,2.14,1.89,3.06,0.01,
Josh Schache,WBD,FWD,214400,39,36,0,36,197154,-17246,2,53.86,2.1,11.76,39,0,7.76,2.85,0.95,2.45,0.01,
Harry Himmelberg,GWS,FWD,355300,66.1,35,0,35,192232,-163068,16,66.1,0,0.941176471,66.1,0,9.53,0.01,0.09,4.03,0.01,
Callum L. Brown,COL,FWD,349600,65.1,34,0,34,189138,-160462,14,65.1,0,0.823529412,65.1,0,9.38,0.01,0.08,3.97,0.01,
Lance Franklin,SYD,FWD,312000,0,34,0,34,189138,-122862,0,91.9,0,0,0,0,13.24,0.01,0.01,0.18,0.01,
Josh J. Kennedy,WCE,FWD,346200,64.4,34,0,34,187310,-158890,16,64.4,0,0.941176471,64.4,0,9.28,0.01,0.09,3.93,0.01,
Sean Lemmens,GCS,FWD,253400,47.2,34,0,34,187029,-66371,6,46.17,2.8,35.29,-3,0,6.66,3.79,2.83,0.01,0.01,
Matt de Boer,GWS,MID,303700,62.8,33,0,33,182529,-121171,13,62.8,0,0.764705882,62.8,0,9.05,0.01,0.07,3.84,0.01,
Cameron Ellis-Yolmen,BRI,MID,337800,62.9,33,0,33,182388,-155412,8,62.9,0,0.470588235,62.9,0,9.06,0.01,0.05,3.84,0.01,
Cameron Ellis-Yolmen,BRI,FWD,337800,62.9,33,0,33,182388,-155412,8,62.9,0,0.470588235,62.9,0,9.06,0.01,0.05,3.84,0.01,
Nick Hind,ESS,FWD,331000,61.6,33,0,33,179013,-151987,10,61.6,0,0.588235294,61.6,0,8.88,0.01,0.06,3.77,0.01,
Xavier O'Halloran,GWS,MID,227500,60.5,32,0,32,175216,-52284,2,60.5,0,0.117647059,60.5,0,8.72,0.01,0.02,3.7,0.01,
Marcus Adams,BRI,DEF,250400,28,31,0,31,171560,-78840,1,51.8,1.79,5.88,28,0,7.47,2.43,0.48,1.81,0.01,
Mitch Georgiades,POR,FWD,317000,59,31,0,31,171279,-145721,7,59,0,0.411764706,59,0,8.5,0.01,0.04,3.62,0.01,
Kyle Hartigan,HAW,DEF,314300,58.5,31,0,31,170295,-144005,12,58.5,0,0.705882353,58.5,0,8.43,0.01,0.07,3.59,0.01,
Jimmy Webster,STK,DEF,274000,0,31,0,31,169591,-104409,0,82.26,0,0,0,0,11.85,0.01,0.01,0.18,0.01,
Jesse Hogan,GWS,FWD,310800,57.9,31,0,31,168185,-142615,7,57.9,0,0.411764706,57.9,0,8.35,0.01,0.04,3.55,0.01,
Aaron vandenBerg,MEL,MID,301300,56.1,30,0,30,163545,-137755,12,56.1,0,0.705882353,56.1,0,8.09,0.01,0.07,3.45,0.01,
Lachlan Schultz,FRE,FWD,298000,55.5,30,0,30,161998,-136002,17,55.5,0,1,55.5,0,8,0.01,0.09,3.41,0.01,
Tom Hickey,SYD,RUC,261100,54,29,54,83,156795,-104305,3,54,0,0.176470588,54,0,7.78,0.01,0.02,3.33,0.01,
Rory Atkins,GCS,MID,244200,50.5,27,0,27,146951,-97249,4,50.5,0,0.235294118,50.5,0,7.28,0.01,0.03,3.12,0.01,
Charlie Curnow,CAR,FWD,294600,0,26,0,26,144139,-150461,0,69.64,0,0,0,0,10.04,0.01,0.01,0.18,0.01,
Willem Drew,POR,MID,310800,0,26,0,26,143436,-167364,0,69.3,0,0,0,0,9.99,0.01,0.01,0.18,0.01,
Sam Switkowski,FRE,FWD,279400,0,26,0,26,141748,-137652,0,68.5,0,0,0,0,9.87,0.01,0.01,0.18,0.01,
Marty Hore,MEL,DEF,303600,0,26,0,26,140061,-163539,0,67.64,0,0,0,0,9.75,0.01,0.01,0.18,0.01,
Dom Tyson,NME,MID,243900,0,25,0,25,137389,-106511,0,66.33,0,0,0,0,9.56,0.01,0.01,0.18,0.01,
Willie Rioli,WCE,FWD,296600,0,25,0,25,136967,-159633,0,66.12,0,0,0,0,9.53,0.01,0.01,0.18,0.01,
Joel Hamling,FRE,DEF,271000,0,25,0,25,135701,-135299,0,65.5,0,0,0,0,9.44,0.01,0.01,0.18,0.01,
Zac Smith,GCS,RUC,216000,0,24,0,24,132326,-83674,0,63.82,0,0,0,0,9.2,0.01,0.01,0.18,0.01,
Thomas Berry,BRI,FWD,235500,43.8,23,0,23,128108,-107392,6,43.8,0,0.352941176,43.8,0,6.32,0.01,0.04,2.73,0.01,
Xavier O'Neill,WCE,MID,233200,43.4,23,0,23,126842,-106358,5,43.4,0,0.294117647,43.4,0,6.26,0.01,0.03,2.71,0.01,
Xavier O'Neill,WCE,FWD,233200,43.4,23,0,23,126842,-106358,5,43.4,0,0.294117647,43.4,0,6.26,0.01,0.03,2.71,0.01,
Caleb Marchbank,CAR,DEF,275400,0,23,0,23,126701,-148699,0,61.08,0,0,0,0,8.8,0.01,0.01,0.18,0.01,
Daniel McKenzie,STK,DEF,222300,0,22,0,22,123045,-99255,0,59.27,0,0,0,0,8.54,0.01,0.01,0.18,0.01,
Zac Langdon,WCE,FWD,224900,41.9,22,0,22,122623,-102277,7,41.9,0,0.411764706,41.9,0,6.04,0.01,0.04,2.62,0.01,
Nathan Vardy,WCE,RUC,228600,0,22,0,22,122483,-106117,0,59,0,0,0,0,8.5,0.01,0.01,0.18,0.01,
Kayne Turner,NME,FWD,260800,0,22,0,22,117983,-142817,0,56.74,0,0,0,0,8.18,0.01,0.01,0.18,0.01,
Jordan Murdoch,GCS,DEF,253000,0,21,0,21,116155,-136845,0,55.86,0,0,0,0,8.05,0.01,0.01,0.18,0.01,
Matt Buntine,GWS,FWD,225900,0,20,0,20,110108,-115792,0,52.86,0,0,0,0,7.62,0.01,0.01,0.18,0.01,
Matt Buntine,GWS,DEF,225900,0,20,0,20,110108,-115792,0,52.86,0,0,0,0,7.62,0.01,0.01,0.18,0.01,
Alex Pearce,FRE,DEF,235600,0,20,0,20,107999,-127601,0,51.82,0,0,0,0,7.47,0.01,0.01,0.18,0.01,
Patrick Ambrose,ESS,DEF,217800,0,19,0,19,105749,-112051,0,50.68,0,0,0,0,7.31,0.01,0.01,0.18,0.01,
Jack Hombsch,GCS,DEF,230200,0,19,0,19,105467,-124733,0,50.56,0,0,0,0,7.29,0.01,0.01,0.18,0.01,
Chris Burgess,GCS,DEF,210000,0,17,0,17,94217,-115783,0,45,0,0,0,0,6.49,0.01,0.01,0.18,0.01,
Sam J. Reid,GWS,DEF,297300,30.3,16,0,16,89436,-207864,3,30.3,0,0.176470588,30.3,0,4.37,0.01,0.02,1.95,0.01,
Harrison Petty,MEL,FWD,228200,0,1,0,1,3094,-225106,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,
Harrison Petty,MEL,DEF,228200,0,1,0,1,3094,-225106,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,
Peter Wright,ESS,FWD,292300,0,1,0,1,3094,-289206,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,
Jamarra Ugle-Hagan,WBD,FWD,207300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Keegan Brooksby,HAW,RUC,206900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trey Ruscoe,COL,FWD,206800,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Riley Thilthorpe,ADE,FWD,202800,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,
Riley Thilthorpe,ADE,RUC,202800,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paddy Dow,CAR,MID,202400,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paddy Dow,CAR,FWD,202400,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lachie Young,NME,DEF,202000,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lachie Young,NME,MID,202000,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connor Menadue,NME,DEF,201500,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Stein,GWS,DEF,200100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mitch Lewis,HAW,FWD,199500,0,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fischer Mcasey,ADE,DEF,199300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lewis Young,WBD,MID,198300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lewis Young,WBD,DEF,198300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Will Phillips,NME,MID,198300,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
Finn Maginness,HAW,MID,195600,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Amartey,SYD,RUC,195600,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Cavarra,WBD,MID,194900,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Cavarra,WBD,FWD,194900,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Logan McDonald,SYD,FWD,193800,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bailey J. Williams,WCE,RUC,193400,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bailey J. Williams,WCE,FWD,193400,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conor Nash,HAW,FWD,193400,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Flynn Perez,NME,MID,193400,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Flynn Perez,NME,DEF,193400,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sam Flanders,GCS,FWD,192300,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Davis,ADE,FWD,191800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Louis Butler,WBD,DEF,191800,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Garner,POR,DEF,189900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jonathon Patton,HAW,FWD,189800,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Braeden Campbell,SYD,MID,189300,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
Braeden Campbell,SYD,FWD,189300,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Garthwaite,RIC,DEF,188000,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liam Stocker,CAR,DEF,186500,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Neville Jetta,MEL,DEF,186300,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Denver Grainger-Barras,HAW,DEF,184800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liam Henry,FRE,FWD,184500,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jy Farrar,GCS,FWD,184300,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaine Jones,WCE,FWD,182400,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaine Jones,WCE,MID,182400,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyson Goldsack,POR,DEF,182000,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lochie O'Brien,CAR,MID,180500,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Patrick Naish,RIC,MID,180500,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zach Guthrie,GEE,DEF,180500,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Elijah Hollands,GCS,FWD,180300,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daniel Venables,WCE,FWD,179900,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Darragh Joyce,STK,DEF,177300,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Deven Robertson,BRI,FWD,176800,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordon Butts,ADE,DEF,176800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nikolas Cox,ESS,DEF,175800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Minairo Frederick,FRE,FWD,175700,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Atu Bosenavulagi,NME,FWD,175500,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cody Weightman,WBD,FWD,173700,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Archie Perkins,ESS,FWD,171300,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
Archie Perkins,ESS,MID,171300,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sam Philp,CAR,FWD,171100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zach Reid,ESS,MID,166800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zach Reid,ESS,DEF,166800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jayden Hunt,MEL,FWD,163300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matthew Ling,SYD,DEF,163000,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Pedlar,ADE,MID,162300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Callum Coleman-Jones,RIC,RUC,161200,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Callum Coleman-Jones,RIC,FWD,161200,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kade Chandler,MEL,DEF,161200,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kade Chandler,MEL,FWD,161200,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ned Cahill,ESS,FWD,161200,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Keane,COL,DEF,158000,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tanner Bruhn,GWS,MID,157800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Campbell,NME,RUC,154700,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Campbell,NME,FWD,154700,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jarrod Cameron,WCE,FWD,153700,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Powell,NME,MID,153300,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kieran Strachan,ADE,RUC,146700,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kieran Strachan,ADE,FWD,146700,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connor Ballenden,BRI,FWD,146100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thomson Dow,RIC,MID,146100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Morris,HAW,FWD,145100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conor Stone,GWS,FWD,144300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chad Warner,SYD,FWD,144000,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeremy Sharp,GCS,MID,141800,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lachlan Jones,POR,DEF,139800,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dylan Roberton,STK,DEF,139700,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Jarvis,GEE,FWD,139200,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Jarvis,GEE,DEF,139200,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Toby Bedford,MEL,FWD,137000,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Hutchesson,GWS,MID,135400,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Hutchesson,GWS,FWD,135400,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oliver Henry,COL,MID,135300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oliver Henry,COL,FWD,135300,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Angwin,GWS,MID,130800,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Foley,WCE,DEF,127900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aaron Nietschke,MEL,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anton Tohill,COL,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Austin Bradtke,MEL,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry O'Connor,SYD,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry O'Connor,SYD,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Johnson,WCE,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Miller,RIC,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bigoa Nyuon,RIC,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brock Smith,BRI,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brock Smith,BRI,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brodie Kemp,CAR,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Buku Khamis,WBD,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Callum Jamieson,WCE,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Callum M. Brown,GWS,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cameron Taheny,GEE,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Charlie Comben,NME,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cian McBride,ESS,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connor McFadyen,BRI,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cooper Stephens,GEE,MID,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dylan Williams,POR,MID,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dylan Williams,POR,FWD,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ely Smith,BRI,MID,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ely Smith,BRI,FWD,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Emerson Jeka,HAW,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Francis Evans,GEE,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Francis Evans,GEE,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harrison Jones,ESS,FWD,123900,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harry Edwards,WCE,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harry Edwards,WCE,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harry Pepper,HAW,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hugo Ralphsmith,RIC,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jackson Mead,POR,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jacob Koschitzke,HAW,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Pasini,POR,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Pasini,POR,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Jordon,MEL,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Madden,BRI,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Madden,BRI,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jaxon Prior,BRI,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jay Rantall,COL,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jez McLennan,GCS,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordon Sweet,WBD,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Honey,CAR,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Worrell,ADE,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kieren Briggs,GWS,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kieren Briggs,GWS,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lachlan Gollant,ADE,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lachlan Johnson,ESS,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lachlan Johnson,ESS,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leno Thomas,FRE,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leno Thomas,FRE,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leo Connolly,STK,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lloyd Meek,FRE,RUC,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Towey,GCS,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malcolm Rosas,GCS,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Martin Frederick,POR,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Conroy,GCS,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Flynn,GWS,RUC,123900,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt McGuinness,NME,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matthew Owies,CAR,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Max Lynch,COL,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Max Lynch,COL,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Max Lynch,COL,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Miles Bergman,POR,FWD,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nakia Cockatoo,BRI,MID,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nakia Cockatoo,BRI,FWD,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nathan Kreuger,GEE,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nathan Murphy,COL,DEF,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ned Reeves,HAW,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Bryan,ESS,RUC,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Shipley,GWS,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Noah Cumberland,RIC,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Noah Cumberland,RIC,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oscar Brownless,GEE,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oscar Clavarino,STK,DEF,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Patrick Murtagh,GCS,FWD,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Riley Collier-Dawkins,RIC,MID,123900,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
Riley Garcia,WBD,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ronin O'Connor,ADE,MID,123900,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
