"","Name","Team","Position","proj_score","proj_salary","Price","value","2020_Games","2020_Average","talent","opportunity","durability","form","consistency","weighted_talent","weighted_opportunity","weighted_durability","weighted_form","weighted_consistency","manual_weight"
"587","Mitch Georgiades","POR","FWD",35,190536,317000,-126464,7,59,59,0,0.411764705882353,59,0,10.63,0.01,0.04,2.26,0.01,0
"588","Kyle Hartigan","HAW","DEF",35,189359,314300,-124941,12,58.5,58.5,0,0.705882352941177,58.5,0,10.54,0.01,0.07,2.24,0.01,0
"589","Flynn Perez","NME","DEF",34,187299,193400,-6101,3,45,44,3.11,17.65,45,0,7.93,1.62,1.42,1.75,0.01,0
"590","Jesse Hogan","GWS","FWD",34,187004,310800,-123796,7,57.9,57.9,0,0.411764705882353,57.9,0,10.43,0.01,0.04,2.22,0.01,0
"591","Charlie Curnow","CAR","FWD",34,186710,294600,-107890,0,0,69.64,0,0,0,0,12.54,0.01,0.01,0.12,0.01,0
"592","Sean Lemmens","GCS","FWD",34,185827,253400,-67573,6,47.2,46.17,2.8,35.29,-3,0,8.32,1.46,2.83,0.01,0.01,0
"593","Willem Drew","POR","MID",34,185827,310800,-124973,0,0,69.3,0,0,0,0,12.48,0.01,0.01,0.12,0.01,0
"594","Joel Amartey","SYD","RUC",34,185827,195600,-9773,1,52,51,1.785,5.88,52,0,9.19,0.94,0.48,2.01,0.01,0
"595","Ben Cavarra","WBD","FWD",34,185386,194900,-9514,3,45.3,44.33,2.69,17.65,45.3,0,7.99,1.41,1.42,1.77,0.01,0
"596","Lachie Young","NME","DEF",34,185239,202000,-16761,2,47,46,2.9,11.76,47,0,8.29,1.51,0.95,1.83,0.01,0
"597","Lachie Young","NME","MID",34,185239,202000,-16761,2,47,46,2.9,11.76,47,0,8.29,1.51,0.95,1.83,0.01,0
"598","Sam Switkowski","FRE","FWD",33,183768,279400,-95632,0,0,68.5,0,0,0,0,12.34,0.01,0.01,0.12,0.01,0
"599","Ben Davis","ADE","FWD",33,182443,191800,-9357,1,51,50,1.77,5.88,51,0,9.01,0.93,0.48,1.97,0.01,0
"600","Jordon Butts","ADE","DEF",33,182149,176800,5349,2,47,46,2.48,11.76,47,0,8.29,1.3,0.95,1.83,0.01,0
"601","Aaron vandenBerg","MEL","MID",33,181855,301300,-119445,12,56.1,56.1,0,0.705882352941177,56.1,0,10.11,0.01,0.07,2.16,0.01,0
"602","Marty Hore","MEL","DEF",33,181413,303600,-122187,0,0,67.64,0,0,0,0,12.18,0.01,0.01,0.12,0.01,0
"603","Conor Nash","HAW","FWD",33,180383,193400,-13017,2,40,46.64,2.54,11.76,40,0,8.4,1.33,0.95,1.57,0.01,0
"604","Lachlan Schultz","FRE","FWD",33,180236,298000,-117764,17,55.5,55.5,0,1,55.5,0,10,0.01,0.09,2.14,0.01,0
"605","Joel Amartey","SYD","FWD",33,179942,195600,-15658,1,52,51,1.02,5.88,52,0,9.19,0.54,0.48,2.01,0.01,0
"606","Jy Farrar","GCS","FWD",33,178618,184300,-5682,1,49,48,2.1,5.88,49,0,8.65,1.1,0.48,1.9,0.01,0
"607","Dom Tyson","NME","MID",32,178029,243900,-65871,0,0,66.33,0,0,0,0,11.95,0.01,0.01,0.12,0.01,0
"608","Willie Rioli","WCE","FWD",32,177441,296600,-119159,0,0,66.12,0,0,0,0,11.91,0.01,0.01,0.12,0.01,0
"609","Sam Philp","CAR","FWD",32,177294,171100,6194,2,45.5,44.5,2.49,11.76,45.5,0,8.02,1.3,0.95,1.77,0.01,0
"610","Lewis Young","WBD","DEF",32,176705,198300,-21595,0,0,59.5,1.29,5.88,0,0,10.72,0.68,0.48,0.12,0.01,0
"611","Joel Hamling","FRE","DEF",32,175822,271000,-95178,0,0,65.5,0,0,0,0,11.8,0.01,0.01,0.12,0.01,0
"612","Deven Robertson","BRI","MID",32,175381,176800,-1419,1,47,46,2.5,5.88,47,0,8.29,1.31,0.48,1.83,0.01,0
"613","Deven Robertson","BRI","FWD",32,175381,176800,-1419,1,47,46,2.5,5.88,47,0,8.29,1.31,0.48,1.83,0.01,0
"614","Marcus Adams","BRI","DEF",32,175087,250400,-75313,1,28,51.8,1.79,5.88,28,0,9.33,0.94,0.48,1.14,0.01,0
"615","Tom Hickey","SYD","RUC",32,174351,261100,-86749,3,54,54,0,0.176470588235294,54,0,9.73,0.01,0.02,2.08,0.01,0
"616","Zac Smith","GCS","RUC",31,171408,216000,-44592,0,0,63.82,0,0,0,0,11.5,0.01,0.01,0.12,0.01,0
"617","Jonathon Patton","HAW","FWD",30,165229,189800,-24571,6,35.3,34.33,1.53,35.29,35.3,0,6.19,0.8,2.83,1.4,0.01,0
"618","Caleb Marchbank","CAR","DEF",30,164052,275400,-111348,0,0,61.08,0,0,0,0,11,0.01,0.01,0.12,0.01,0
"619","Trey Ruscoe","COL","FWD",30,163610,206800,-43190,4,38.5,37.5,1.83,23.53,38,0,6.76,0.96,1.89,1.5,0.01,0
"620","Rory Atkins","GCS","MID",30,163316,244200,-80884,4,50.5,50.5,0,0.235294117647059,50.5,0,9.1,0.01,0.03,1.95,0.01,0
"621","Lochie O'Brien","CAR","MID",29,161551,180500,-18949,1,42,41.82,2.49,5.88,42,0,7.54,1.3,0.48,1.65,0.01,0
"622","Sam Flanders","GCS","FWD",29,160079,192300,-32221,5,35.8,34.8,2.17,29.41,27,0,6.27,1.14,2.36,1.1,0.01,0
"623","Tom Campbell","NME","RUC",29,159491,154700,4791,1,36,41,2.9225,5.88,36,0,7.39,1.53,0.48,1.43,0.01,0
"624","Daniel McKenzie","STK","DEF",29,159344,222300,-62956,0,0,59.27,0,0,0,0,10.68,0.01,0.01,0.12,0.01,0
"625","Nathan Vardy","WCE","RUC",29,158608,228600,-69992,0,0,59,0,0,0,0,10.63,0.01,0.01,0.12,0.01,0
"626","Mark Keane","COL","DEF",29,157284,158000,-716,1,42,41,2.22,5.88,42,0,7.39,1.16,0.48,1.65,0.01,0
"627","Kade Chandler","MEL","FWD",28,153311,161200,-7889,0,0,57,0,0,0,0,10.27,0.01,0.01,0.12,0.01,0
"628","Callum Coleman-Jones","RIC","RUC",28,153311,161200,-7889,0,0,57,0,0,0,0,10.27,0.01,0.01,0.12,0.01,0
"629","Callum Coleman-Jones","RIC","FWD",28,153311,161200,-7889,0,0,57,0,0,0,0,10.27,0.01,0.01,0.12,0.01,0
"630","Kayne Turner","NME","FWD",28,152576,260800,-108224,0,0,56.74,0,0,0,0,10.22,0.01,0.01,0.12,0.01,0
"631","Jordan Murdoch","GCS","DEF",27,150221,253000,-102779,0,0,55.86,0,0,0,0,10.06,0.01,0.01,0.12,0.01,0
"632","Tom Campbell","NME","FWD",27,149927,154700,-4773,1,36,41,1.67,5.88,36,0,7.39,0.88,0.48,1.43,0.01,0
"633","Kieran Strachan","ADE","RUC",27,149780,146700,3080,1,39,38,2.485,5.88,39,0,6.85,1.3,0.48,1.54,0.01,0
"634","Liam Henry","FRE","FWD",27,148456,184500,-36044,3,34.3,33.33,2.45,17.65,34.3,0,6.01,1.28,1.42,1.37,0.01,0
"635","Ryan Garthwaite","RIC","DEF",27,148015,188000,-39985,0,0,55,0,0,0,0,9.91,0.01,0.01,0.12,0.01,0
"636","Bailey J. Williams","WCE","RUC",27,145660,193400,-47740,3,45,45,0,0.176470588235294,45,0,8.11,0.01,0.02,1.75,0.01,0
"637","Bailey J. Williams","WCE","FWD",27,145660,193400,-47740,3,45,45,0,0.176470588235294,45,0,8.11,0.01,0.02,1.75,0.01,0
"638","Jeremy Sharp","GCS","MID",26,144042,141800,2242,2,33,32,3.33,11.76,33,0,5.77,1.74,0.95,1.32,0.01,0
"639","Thomson Dow","RIC","MID",26,142718,146100,-3382,2,34,33,2.76,11.76,34,0,5.95,1.44,0.95,1.35,0.01,0
"640","Matt Buntine","GWS","FWD",26,142276,225900,-83624,0,0,52.86,0,0,0,0,9.52,0.01,0.01,0.12,0.01,0
"641","Matt Buntine","GWS","DEF",26,142276,225900,-83624,0,0,52.86,0,0,0,0,9.52,0.01,0.01,0.12,0.01,0
"642","Thomas Berry","BRI","FWD",26,142129,235500,-93371,6,43.8,43.8,0,0.352941176470588,43.8,0,7.89,0.01,0.04,1.71,0.01,0
"643","Kieran Strachan","ADE","FWD",26,141688,146700,-5012,1,39,38,1.42,5.88,39,0,6.85,0.75,0.48,1.54,0.01,0
"644","Xavier O'Neill","WCE","MID",26,140805,233200,-92395,5,43.4,43.4,0,0.294117647058824,43.4,0,7.82,0.01,0.03,1.7,0.01,0
"645","Xavier O'Neill","WCE","FWD",26,140805,233200,-92395,5,43.4,43.4,0,0.294117647058824,43.4,0,7.82,0.01,0.03,1.7,0.01,0
"646","Darragh Joyce","STK","DEF",26,140069,177300,-37231,0,0,52,0,0,0,0,9.37,0.01,0.01,0.12,0.01,0
"647","Alex Pearce","FRE","DEF",25,139628,235600,-95972,0,0,51.82,0,0,0,0,9.34,0.01,0.01,0.12,0.01,0
"648","Tom Hutchesson","GWS","MID",25,139187,135400,3787,1,36,35,2.35,5.88,36,0,6.31,1.23,0.48,1.43,0.01,0
"649","Tom Hutchesson","GWS","FWD",25,139187,135400,3787,1,36,35,2.35,5.88,36,0,6.31,1.23,0.48,1.43,0.01,0
"650","Chad Warner","SYD","FWD",25,138451,144000,-5549,2,33.5,32.5,2.39,11.76,33.5,0,5.86,1.25,0.95,1.34,0.01,0
"651","Cody Weightman","WBD","FWD",25,138157,173700,-35543,3,32.3,31.33,1.94,17.65,32.3,0,5.65,1.02,1.42,1.29,0.01,0
"652","Ben Jarvis","GEE","FWD",25,136685,139200,-2515,1,37,36,1.61,5.88,37,0,6.49,0.85,0.48,1.46,0.01,0
"653","Ben Jarvis","GEE","DEF",25,136685,139200,-2515,1,37,36,1.61,5.88,37,0,6.49,0.85,0.48,1.46,0.01,0
"654","Patrick Ambrose","ESS","DEF",25,136538,217800,-81262,0,0,50.68,0,0,0,0,9.13,0.01,0.01,0.12,0.01,0
"655","Jack Hombsch","GCS","DEF",25,136244,230200,-93956,0,0,50.56,0,0,0,0,9.11,0.01,0.01,0.12,0.01,0
"656","Zac Langdon","WCE","FWD",25,136097,224900,-88803,7,41.9,41.9,0,0.411764705882353,41.9,0,7.55,0.01,0.04,1.64,0.01,0
"657","Rory Thompson","GCS","DEF",25,135950,123900,12050,0,0,50.43,0,0,0,0,9.09,0.01,0.01,0.12,0.01,0
"658","Jake Stein","GWS","DEF",25,135214,200100,-64886,0,0,50.2,0,0,0,0,9.04,0.01,0.01,0.12,0.01,0
"659","Connor Ballenden","BRI","FWD",24,134037,146100,-12063,2,34,33,1.61,11.76,34,0,5.95,0.85,0.95,1.35,0.01,0
"660","Will Kelly","COL","FWD",24,133301,135400,-2099,1,36,35,1.59,5.88,36,0,6.31,0.83,0.48,1.43,0.01,0
"661","Tom Fullarton","BRI","RUC",24,130506,128900,1606,2,30,29,2.8175,11.76,30,0,5.23,1.47,0.95,1.21,0.01,0
"662","Ned Cahill","ESS","FWD",24,130212,161200,-30988,3,30,29,1.87,17.65,30,0,5.23,0.98,1.42,1.21,0.01,0
"663","Joel Garner","POR","DEF",23,128152,189900,-61748,0,0,47.5,0,0,0,0,8.56,0.01,0.01,0.12,0.01,0
"664","Josh Morris","HAW","FWD",23,127269,145100,-17831,4,27,26,1.83,23.53,27,0,4.69,0.96,1.89,1.1,0.01,0
"665","Liam Stocker","CAR","DEF",23,125798,186500,-60702,0,0,46.6,0,0,0,0,8.4,0.01,0.01,0.12,0.01,0
"666","Luke Foley","WCE","DEF",22,122708,127900,-5192,1,34,33,1.05,5.88,34,0,5.95,0.55,0.48,1.35,0.01,0
"667","Chris Burgess","GCS","DEF",22,121531,210000,-88469,0,0,45,0,0,0,0,8.11,0.01,0.01,0.12,0.01,0
"668","Tom Fullarton","BRI","FWD",22,121384,128900,-7516,2,30,29,1.61,11.76,30,0,5.23,0.85,0.95,1.21,0.01,0
"669","Daniel Venables","WCE","FWD",22,121089,179900,-58811,0,0,44.83,0,0,0,0,8.08,0.01,0.01,0.12,0.01,0
"670","Stefan Giro","FRE","MID",22,118000,123900,-5900,0,0,43.7,0,0,0,0,7.87,0.01,0.01,0.12,0.01,0
"671","Toby Bedford","MEL","FWD",21,115351,137000,-21649,2,25.5,24.5,2.7,11.76,25.5,0,4.42,1.41,0.95,1.05,0.01,0
"672","Minairo Frederick","FRE","FWD",20,107112,175700,-68588,10,32.7,32.7,0,0.588235294117647,32.7,0,5.89,0.01,0.06,1.31,0.01,0
"673","Atu Bosenavulagi","NME","FWD",19,106523,175500,-68977,3,32.7,32.7,0,0.176470588235294,32.7,0,5.89,0.01,0.02,1.31,0.01,0
"674","Sam J. Reid","GWS","DEF",18,98873,297300,-198427,3,30.3,30.3,0,0.176470588235294,30.3,0,5.46,0.01,0.02,1.22,0.01,0
"675","Matthew Ling","SYD","DEF",18,98873,163000,-64127,3,30.3,30.3,0,0.176470588235294,30.3,0,5.46,0.01,0.02,1.22,0.01,0
"676","Ryan Byrnes","STK","MID",16,89750,123900,-34150,1,22,21,1.71,5.88,22,0,3.79,0.9,0.48,0.92,0.01,0
"677","Nathan Murphy","COL","DEF",16,88426,123900,-35474,0,0,32.5,0,0,0,0,5.86,0.01,0.01,0.12,0.01,0
"678","Max Lynch","COL","RUC",16,85189,123900,-38711,1,22,21,1.12,5.88,22,0,3.79,0.59,0.48,0.92,0.01,0
"679","Max Lynch","COL","FWD",15,81511,123900,-42389,1,22,21,0.64,5.88,22,0,3.79,0.34,0.48,0.92,0.01,0
"680","Josh Honey","CAR","MID",12,68416,123900,-55484,1,16,15,1.42,5.88,16,0,2.71,0.75,0.48,0.7,0.01,0
"681","Josh Honey","CAR","FWD",12,68416,123900,-55484,1,16,15,1.42,5.88,16,0,2.71,0.75,0.48,0.7,0.01,0
"682","Matthew Owies","CAR","FWD",12,67828,123900,-56072,1,15,14,1.78,5.88,15,0,2.53,0.93,0.48,0.66,0.01,0
"683","Zach Sproule","GWS","FWD",12,63267,123900,-60633,0,0,23,0,0,0,0,4.15,0.01,0.01,0.12,0.01,0
"684","Nick Shipley","GWS","MID",9,50025,123900,-73875,0,0,18,0,0,0,0,3.25,0.01,0.01,0.12,0.01,0
"685","Harry Edwards","WCE","DEF",8,46346,123900,-77554,1,10,9,1.05,5.88,10,0,1.63,0.55,0.48,0.48,0.01,0
"686","Connor Menadue","NME","DEF",0,2354,201500,-199146,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"687","Denver Grainger-Barras","HAW","DEF",0,2354,184800,-182446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"688","Tyson Goldsack","POR","DEF",0,2354,182000,-179646,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"689","Zach Reid","ESS","DEF",0,2354,166800,-164446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"690","Heath Chapman","FRE","DEF",0,2354,148800,-146446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"691","Lachlan Jones","POR","DEF",0,2354,139800,-137446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"692","Jaxon Prior","BRI","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"693","Brock Smith","BRI","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"694","Cian McBride","ESS","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"695","Leno Thomas","FRE","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"696","Sam De Koning","GEE","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"697","Stefan Okunbor","GEE","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"698","Jez McLennan","GCS","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"699","Luke Towey","GCS","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"700","Callum M. Brown","GWS","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"701","Jacob Koschitzke","HAW","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"702","Harry Pepper","HAW","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"703","Matt McGuinness","NME","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"704","Martin Frederick","POR","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"705","Jake Pasini","POR","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"706","Ben Miller","RIC","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"707","Oscar Clavarino","STK","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"708","Will Gould","SYD","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"709","Ben Johnson","WCE","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"710","Buku Khamis","WBD","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"711","Cody Brand","ESS","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"712","Brandon Walker","FRE","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"713","Cameron Fleeton","GWS","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"714","Jacob Wehr","GWS","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"715","Thomas Highmore","STK","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"716","Nick Stevens","GEE","DEF",0,2354,117200,-114846,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"717","James Borlase","ADE","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"718","Deividas Uosis","BRI","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"719","Luke Parks","CAR","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"720","Joel Jeffrey","GCS","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"721","Rhys Nicholls","GCS","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"722","Will Shaw","GWS","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"723","Patrick Walker","NME","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"724","Malachy Carruthers","SYD","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"725","Harrison Petty","MEL","FWD",0,2354,228200,-225846,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"726","Nikolas Cox","ESS","FWD",0,2354,175800,-173446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"727","Josh Worrell","ADE","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"728","James Madden","BRI","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"729","Ross McQuillan","ESS","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"730","Kieren Briggs","GWS","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"731","Barry O'Connor","SYD","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"732","Joshua Eyre","ESS","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"733","Bailey Laurie","MEL","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"734","Isaac Chugg","COL","FWD",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"735","Harrison Petty","MEL","DEF",0,2354,228200,-225846,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"736","Nikolas Cox","ESS","DEF",0,2354,175800,-173446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"737","Josh Worrell","ADE","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"738","James Madden","BRI","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"739","Ross McQuillan","ESS","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"740","Kieren Briggs","GWS","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"741","Barry O'Connor","SYD","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"742","Joshua Eyre","ESS","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"743","Bailey Laurie","MEL","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"744","Lachlan Gollant","ADE","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"745","Trent Bianco","COL","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"746","Leo Connolly","STK","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"747","Harry Sharp","BRI","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"748","Isiah Winder","WCE","DEF",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"749","Aiden Fyfe","GCS","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"750","Isaac Chugg","COL","DEF",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"751","Lachlan Gollant","ADE","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"752","Trent Bianco","COL","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"753","Leo Connolly","STK","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"754","Harry Sharp","BRI","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"755","Isiah Winder","WCE","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"756","Aiden Fyfe","GCS","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"757","Bigoa Nyuon","RIC","DEF",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"758","Bigoa Nyuon","RIC","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"759","Peter Wright","ESS","FWD",0,2354,292300,-289946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"760","Jamarra Ugle-Hagan","WBD","FWD",0,2354,207300,-204946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"761","Logan McDonald","SYD","FWD",0,2354,193800,-191446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"762","Conor Stone","GWS","FWD",0,2354,144300,-141946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"763","Oliver Henry","COL","FWD",0,2354,135300,-132946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"764","Harrison Jones","ESS","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"765","Connor McFadyen","BRI","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"766","Anton Tohill","COL","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"767","Tom Wilson","COL","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"768","Oscar Brownless","GEE","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"769","Francis Evans","GEE","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"770","Nathan Kreuger","GEE","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"771","Cameron Taheny","GEE","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"772","Patrick Murtagh","GCS","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"773","Malcolm Rosas","GCS","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"774","Emerson Jeka","HAW","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"775","Miles Bergman","POR","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"776","James Rowe","ADE","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"777","Beau McCreery","COL","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"778","Liam McMahon","COL","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"779","Seamus Mitchell","HAW","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"780","Eddie Ford","NME","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"781","Ollie Lord","POR","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"782","Matthew Allison","STK","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"783","Dominic Bedendo","WBD","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"784","Blake Coleman","BRI","FWD",0,2354,117200,-114846,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"785","Marc Sheather","SYD","FWD",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
