"","Name","Team","Position","proj_score","proj_salary","Price","value","2020_Games","2020_Average","talent","opportunity","durability","form","consistency","weighted_talent","weighted_opportunity","weighted_durability","weighted_form","weighted_consistency"
"420","Mabior Chol","RIC","FWD",29,150580,327200,-176620,10,60.9,60.09,2.07,58.82,47.67,0,4.68,0.41,3.7,2.96,0.01
"421","Sam Wicks","SYD","FWD",28,149043,316200,-167157,7,58.9,58.86,2.83,41.18,59.75,0,4.44,1.68,1.85,3.66,0.01
"422","Nick Larkey","NME","FWD",28,147507,263800,-116293,10,49.1,60.42,2.07,58.82,42.5,0,4.74,0.41,3.7,2.66,0.01
"423","Changkuoth Jiath","HAW","DEF",28,147123,266500,-119377,5,49.6,67.5,3.05,29.41,43.5,0,6.1,2.04,0.62,2.72,0.01
"424","Tom Sparrow","MEL","MID",27,143281,337200,-193919,5,62.8,62.8,3.78,29.41,33,0,5.2,3.26,0.62,2.1,0.01
"425","Brayden Ainsworth","WCE","MID",26,138928,253900,-114972,8,47.2,54,2.99,47.06,47,0,3.51,1.94,2.47,2.92,0.01
"426","Brayden Ainsworth","WCE","FWD",26,138928,253900,-114972,8,47.2,54,2.99,47.06,47,0,3.51,1.94,2.47,2.92,0.01
"427","Jack Mahony","NME","FWD",26,136239,271900,-135661,10,50.6,50.6,2.8,58.82,39,0,2.85,1.63,3.7,2.45,0.01
"428","Bradley Close","GEE","FWD",26,135086,257200,-122114,8,53.2,53.25,2.82,47.06,49.33,0,3.36,1.66,2.47,3.05,0.01
"429","Josh Corbett","GCS","FWD",25,131501,273200,-141699,7,50.9,50.86,3.1,41.18,55,0,2.9,2.13,1.85,3.38,0.01
"430","Caleb Graham","GCS","DEF",25,130093,284800,-154707,7,53,54.67,2.5,41.18,57.67,0,3.63,1.13,1.85,3.54,0.01
"431","Darcy Cameron","COL","FWD",25,128812,302900,-174088,8,56.4,52.7,2.41,47.06,36,0.1,3.26,0.98,2.47,2.28,1.07
"432","Jack Payne","BRI","DEF",24,126508,255100,-128592,4,52.8,60.8,2.79,23.53,56,0,4.81,1.61,0.01,3.44,0.01
"433","Matthew Cottrell","CAR","MID",24,126123,262200,-136077,5,48.8,48.8,3.77,29.41,56.5,0,2.51,3.24,0.62,3.47,0.01
"434","Ryan Gardner","WBD","DEF",24,123563,232800,-109237,9,43.3,46.5,2.45,52.94,56.2,0,2.07,1.04,3.08,3.45,0.01
"435","James Bell","SYD","FWD",23,120233,267300,-147067,8,49.8,49.75,2.95,47.06,37,0,2.69,1.88,2.47,2.34,0.01
"436","Jacob Townsend","GCS","FWD",23,118825,238200,-119375,12,44.3,44.33,2.07,70.59,36,0,1.65,0.41,4.93,2.28,0.01
"437","Boyd Woodcock","POR","FWD",19,98850,261100,-162250,5,54,54,3.37,29.41,14,0,3.51,2.58,0.62,1,0.01
"438","Keidean Coleman","BRI","FWD",19,98722,299800,-201078,4,62,53,3.01,23.53,38,0,3.31,1.98,0.01,2.4,0.01
"439","Joel Smith","MEL","DEF",18,96545,211100,-114555,7,39.3,56.12,1.83,41.18,27,0,3.91,0.01,1.85,1.76,0.01
"440","Irving Mosquito","ESS","FWD",16,84893,264700,-179807,4,54.8,54.75,2.65,23.53,24,0,3.65,1.38,0.01,1.58,0.01
"441","Sean Lemmens","GCS","FWD",14,75674,253400,-177726,6,47.2,51.45,2.8,35.29,-3,0,3.02,1.63,1.24,0.01,0.01
"442","Sam Flanders","GCS","FWD",7,38157,192300,-154143,5,35.8,35.8,2.17,29.41,27,0,0.01,0.58,0.62,1.76,0.01
"443","Trey Ruscoe","COL","FWD",7,37901,206800,-168899,4,38.5,38.5,1.83,23.53,38,0,0.53,0.01,0.01,2.4,0.01
"444","James Sicily","HAW","DEF",NA,NA,552900,NA,11,102.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Jeremy Howe","COL","DEF",NA,NA,517900,NA,4,120.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Dane Rampe","SYD","DEF",NA,NA,492300,NA,11,91.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Tom Doedee","ADE","DEF",NA,NA,457900,NA,9,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Nic Newman","CAR","DEF",NA,NA,415400,NA,2,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Damon Greaves","HAW","DEF",NA,NA,389700,NA,3,90.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Cale Hooker","ESS","DEF",NA,NA,372700,NA,8,69.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Sam Mayes","POR","DEF",NA,NA,342500,NA,6,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Griffin Logue","FRE","DEF",NA,NA,339400,NA,5,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Sam Taylor","GWS","DEF",NA,NA,323400,NA,4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Aaron Francis","ESS","DEF",NA,NA,320300,NA,8,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Michael Hartley","HAW","DEF",NA,NA,317800,NA,2,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Kyle Hartigan","HAW","DEF",NA,NA,314300,NA,12,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Wayne Milera","ADE","DEF",NA,NA,312200,NA,2,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Tobe Watson","FRE","DEF",NA,NA,303700,NA,3,70.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Marty Hore","MEL","DEF",NA,NA,303600,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Sam J. Reid","GWS","DEF",NA,NA,297300,NA,3,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Phil Davis","GWS","DEF",NA,NA,290700,NA,10,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Bryce Gibbs","ADE","DEF",NA,NA,290100,NA,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Jay Lockhart","MEL","DEF",NA,NA,289600,NA,10,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Jarrod Lienert","POR","DEF",NA,NA,289200,NA,5,59.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Isaac Cumming","GWS","DEF",NA,NA,288000,NA,3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Kyron Hayden","NME","DEF",NA,NA,281400,NA,8,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Hayden Young","FRE","DEF",NA,NA,279400,NA,5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Caleb Marchbank","CAR","DEF",NA,NA,275400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Jimmy Webster","STK","DEF",NA,NA,274000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Joel Hamling","FRE","DEF",NA,NA,271000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Colin O'Riordan","SYD","DEF",NA,NA,268000,NA,8,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Jordan Murdoch","GCS","DEF",NA,NA,253000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Marcus Adams","BRI","DEF",NA,NA,250400,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Aiden Bonar","NME","DEF",NA,NA,245400,NA,6,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Kaiden Brand","SYD","DEF",NA,NA,245000,NA,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Alex Pearce","FRE","DEF",NA,NA,235600,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Jack Hombsch","GCS","DEF",NA,NA,230200,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Daniel McKenzie","STK","DEF",NA,NA,222300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Patrick Ambrose","ESS","DEF",NA,NA,217800,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Connor Idun","GWS","DEF",NA,NA,214900,NA,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Will Hamill","ADE","DEF",NA,NA,210900,NA,8,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Chris Burgess","GCS","DEF",NA,NA,210000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Connor Menadue","NME","DEF",NA,NA,201500,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Jake Stein","GWS","DEF",NA,NA,200100,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Lewis Young","WBD","DEF",NA,NA,198300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Flynn Perez","NME","DEF",NA,NA,193400,NA,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Louis Butler","WBD","DEF",NA,NA,191800,NA,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Joel Garner","POR","DEF",NA,NA,189900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Ryan Garthwaite","RIC","DEF",NA,NA,188000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Liam Stocker","CAR","DEF",NA,NA,186500,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Neville Jetta","MEL","DEF",NA,NA,186300,NA,6,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Denver Grainger-Barras","HAW","DEF",NA,NA,184800,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Tyson Goldsack","POR","DEF",NA,NA,182000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Darragh Joyce","STK","DEF",NA,NA,177300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Jordon Butts","ADE","DEF",NA,NA,176800,NA,2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Zach Reid","ESS","DEF",NA,NA,166800,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Matthew Ling","SYD","DEF",NA,NA,163000,NA,3,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Mark Keane","COL","DEF",NA,NA,158000,NA,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Heath Chapman","FRE","DEF",NA,NA,148800,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Lachlan Jones","POR","DEF",NA,NA,139800,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Dylan Roberton","STK","DEF",NA,NA,139700,NA,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Luke Foley","WCE","DEF",NA,NA,127900,NA,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Harry Edwards","WCE","DEF",NA,NA,123900,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Jaxon Prior","BRI","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Brock Smith","BRI","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Nathan Murphy","COL","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Cian McBride","ESS","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Leno Thomas","FRE","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Sam De Koning","GEE","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Stefan Okunbor","GEE","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Jez McLennan","GCS","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Rory Thompson","GCS","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Luke Towey","GCS","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Callum M. Brown","GWS","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Jacob Koschitzke","HAW","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Harry Pepper","HAW","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Matt McGuinness","NME","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Martin Frederick","POR","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Jake Pasini","POR","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Ben Miller","RIC","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Oscar Clavarino","STK","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Will Gould","SYD","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Ben Johnson","WCE","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Buku Khamis","WBD","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Cody Brand","ESS","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Brandon Walker","FRE","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Cameron Fleeton","GWS","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Jacob Wehr","GWS","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Thomas Highmore","STK","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Nick Stevens","GEE","DEF",NA,NA,117200,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","James Borlase","ADE","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Deividas Uosis","BRI","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Luke Parks","CAR","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Joel Jeffrey","GCS","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Rhys Nicholls","GCS","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Will Shaw","GWS","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Patrick Walker","NME","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Malachy Carruthers","SYD","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Taylor Duryea","WBD","FWD",NA,NA,342200,NA,2,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Orazio Fantasia","POR","FWD",NA,NA,271800,NA,5,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Harrison Petty","MEL","FWD",NA,NA,228200,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Matt Buntine","GWS","FWD",NA,NA,225900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Fischer Mcasey","ADE","FWD",NA,NA,199300,NA,10,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Nikolas Cox","ESS","FWD",NA,NA,175800,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Ben Jarvis","GEE","FWD",NA,NA,139200,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Josh Worrell","ADE","FWD",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","James Madden","BRI","FWD",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Ross McQuillan","ESS","FWD",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Kieren Briggs","GWS","FWD",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Barry O'Connor","SYD","FWD",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Joshua Eyre","ESS","FWD",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Bailey Laurie","MEL","FWD",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Isaac Chugg","COL","FWD",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Taylor Duryea","WBD","DEF",NA,NA,342200,NA,2,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Orazio Fantasia","POR","DEF",NA,NA,271800,NA,5,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Harrison Petty","MEL","DEF",NA,NA,228200,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Matt Buntine","GWS","DEF",NA,NA,225900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Fischer Mcasey","ADE","DEF",NA,NA,199300,NA,10,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Nikolas Cox","ESS","DEF",NA,NA,175800,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Ben Jarvis","GEE","DEF",NA,NA,139200,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Josh Worrell","ADE","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","James Madden","BRI","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Ross McQuillan","ESS","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Kieren Briggs","GWS","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Barry O'Connor","SYD","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Joshua Eyre","ESS","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Bailey Laurie","MEL","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Jordan Clark","GEE","DEF",NA,NA,241800,NA,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Jack Buckley","GWS","DEF",NA,NA,223800,NA,2,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Lachie Young","NME","DEF",NA,NA,202000,NA,2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Zach Guthrie","GEE","DEF",NA,NA,180500,NA,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Lachlan Gollant","ADE","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Trent Bianco","COL","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Leo Connolly","STK","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Harry Sharp","BRI","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Isiah Winder","WCE","DEF",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Aiden Fyfe","GCS","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Isaac Chugg","COL","DEF",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Jordan Clark","GEE","MID",NA,NA,241800,NA,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Jack Buckley","GWS","MID",NA,NA,223800,NA,2,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Lachie Young","NME","MID",NA,NA,202000,NA,2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Zach Guthrie","GEE","MID",NA,NA,180500,NA,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Lachlan Gollant","ADE","MID",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Trent Bianco","COL","MID",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Leo Connolly","STK","MID",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Harry Sharp","BRI","MID",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Isiah Winder","WCE","MID",NA,NA,117300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Aiden Fyfe","GCS","MID",NA,NA,102400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Bigoa Nyuon","RIC","DEF",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Bigoa Nyuon","RIC","RUC",NA,NA,123900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Isaac Heeney","SYD","FWD",NA,NA,454500,NA,6,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Jack Higgins","STK","FWD",NA,NA,419600,NA,10,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Matt Taberner","FRE","FWD",NA,NA,403000,NA,16,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Tom J. Lynch","RIC","FWD",NA,NA,366700,NA,16,68.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Harry Himmelberg","GWS","FWD",NA,NA,355300,NA,16,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","David Zaharakis","ESS","FWD",NA,NA,351400,NA,10,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Callum L. Brown","COL","FWD",NA,NA,349600,NA,14,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Josh J. Kennedy","WCE","FWD",NA,NA,346200,NA,16,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","David Cuningham","CAR","FWD",NA,NA,340700,NA,12,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Nick Hind","ESS","FWD",NA,NA,331000,NA,10,61.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Nick Holman","GCS","FWD",NA,NA,328600,NA,12,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Tom McDonald","MEL","FWD",NA,NA,323000,NA,9,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Mitch Georgiades","POR","FWD",NA,NA,317000,NA,7,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Hayden McLean","SYD","FWD",NA,NA,317000,NA,6,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Curtis Taylor","NME","FWD",NA,NA,315800,NA,9,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Luke Jackson","MEL","FWD",NA,NA,312500,NA,6,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Lance Franklin","SYD","FWD",NA,NA,312000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Jesse Hogan","GWS","FWD",NA,NA,310800,NA,7,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Jayden Laverde","ESS","FWD",NA,NA,308000,NA,6,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Darcy MacPherson","GCS","FWD",NA,NA,306700,NA,12,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Dylan Moore","HAW","FWD",NA,NA,302300,NA,3,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Bailey Dale","WBD","FWD",NA,NA,298500,NA,9,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Lachlan Schultz","FRE","FWD",NA,NA,298000,NA,17,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Willie Rioli","WCE","FWD",NA,NA,296600,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Charlie Curnow","CAR","FWD",NA,NA,294600,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Peter Wright","ESS","FWD",NA,NA,292300,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Tarryn Thomas","NME","FWD",NA,NA,290100,NA,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Bailey Banfield","FRE","FWD",NA,NA,288200,NA,5,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Billy Frampton","ADE","FWD",NA,NA,286100,NA,5,53.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Mitch Hannan","WBD","FWD",NA,NA,283600,NA,9,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Sam Switkowski","FRE","FWD",NA,NA,279400,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Rhylee West","WBD","FWD",NA,NA,278000,NA,4,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Sam Gray","SYD","FWD",NA,NA,276300,NA,7,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Travis Colyer","FRE","FWD",NA,NA,275800,NA,9,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Ben Ronke","SYD","FWD",NA,NA,275600,NA,3,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Taylor Garner","NME","FWD",NA,NA,267400,NA,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Tristan Xerri","NME","FWD",NA,NA,265900,NA,4,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
